Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file	control_file	final_array_name
ticlopidine_60_8h_2	not specified	ticlopidine	CHEMBL833	NA	FALSE	ticlopidine_0_8h_2	60	micromolar	NA	tg_gates_003017373026.CEL		
ticlopidine_0_24h_1	not specified	ticlopidine	CHEMBL833	NA	TRUE		0	micromolar	NA	tg_gates_003017373027.CEL		
ticlopidine_0_24h_2	not specified	ticlopidine	CHEMBL833	NA	TRUE		0	micromolar	NA	tg_gates_003017373028.CEL		
ticlopidine_2.4_24h_1	not specified	ticlopidine	CHEMBL833	NA	FALSE	ticlopidine_0_24h_1	2.4	micromolar	NA	tg_gates_003017373029.CEL		
ticlopidine_2.4_24h_2	not specified	ticlopidine	CHEMBL833	NA	FALSE	ticlopidine_0_24h_2	2.4	micromolar	NA	tg_gates_003017373030.CEL		
ticlopidine_12_24h_1	not specified	ticlopidine	CHEMBL833	NA	FALSE	ticlopidine_0_24h_1	12	micromolar	NA	tg_gates_003017374001.CEL		
ticlopidine_12_24h_2	not specified	ticlopidine	CHEMBL833	NA	FALSE	ticlopidine_0_24h_2	12	micromolar	NA	tg_gates_003017374002.CEL		
ticlopidine_60_24h_1	not specified	ticlopidine	CHEMBL833	NA	FALSE	ticlopidine_0_24h_1	60	micromolar	NA	tg_gates_003017374003.CEL		
ticlopidine_60_24h_2	not specified	ticlopidine	CHEMBL833	NA	FALSE	ticlopidine_0_24h_2	60	micromolar	NA	tg_gates_003017374004.CEL		
cycloheximide_0_2h_1	not specified	cycloheximide	CHEMBL123292	NA	TRUE		0	micromolar	NA	tg_gates_003017377011.CEL		
cycloheximide_0_2h_2	not specified	cycloheximide	CHEMBL123292	NA	TRUE		0	micromolar	NA	tg_gates_003017377012.CEL		
cycloheximide_4_2h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_2h_1	4	micromolar	NA	tg_gates_003017377013.CEL		
cycloheximide_4_2h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_2h_2	4	micromolar	NA	tg_gates_003017377014.CEL		
cycloheximide_20_2h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_2h_1	20	micromolar	NA	tg_gates_003017377015.CEL		
cycloheximide_20_2h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_2h_2	20	micromolar	NA	tg_gates_003017377016.CEL		
cycloheximide_100_2h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_2h_1	100	micromolar	NA	tg_gates_003017377017.CEL		
cycloheximide_100_2h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_2h_2	100	micromolar	NA	tg_gates_003017377018.CEL		
cycloheximide_0_8h_1	not specified	cycloheximide	CHEMBL123292	NA	TRUE		0	micromolar	NA	tg_gates_003017377019.CEL		
cycloheximide_0_8h_2	not specified	cycloheximide	CHEMBL123292	NA	TRUE		0	micromolar	NA	tg_gates_003017377020.CEL		
cycloheximide_4_8h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_8h_1	4	micromolar	NA	tg_gates_003017377021.CEL		
cycloheximide_4_8h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_8h_2	4	micromolar	NA	tg_gates_003017377022.CEL		
cycloheximide_20_8h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_8h_1	20	micromolar	NA	tg_gates_003017377023.CEL		
cycloheximide_20_8h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_8h_2	20	micromolar	NA	tg_gates_003017377024.CEL		
cycloheximide_100_8h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_8h_1	100	micromolar	NA	tg_gates_003017377025.CEL		
cycloheximide_100_8h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_8h_2	100	micromolar	NA	tg_gates_003017377026.CEL		
cycloheximide_0_24h_1	not specified	cycloheximide	CHEMBL123292	NA	TRUE		0	micromolar	NA	tg_gates_003017377027.CEL		
cycloheximide_0_24h_2	not specified	cycloheximide	CHEMBL123292	NA	TRUE		0	micromolar	NA	tg_gates_003017377028.CEL		
cycloheximide_4_24h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_24h_1	4	micromolar	NA	tg_gates_003017377029.CEL		
cycloheximide_4_24h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_24h_2	4	micromolar	NA	tg_gates_003017377030.CEL		
cycloheximide_20_24h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_24h_1	20	micromolar	NA	tg_gates_003017378001.CEL		
cycloheximide_20_24h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_24h_2	20	micromolar	NA	tg_gates_003017378002.CEL		
cycloheximide_100_24h_1	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_24h_1	100	micromolar	NA	tg_gates_003017378003.CEL		
cycloheximide_100_24h_2	not specified	cycloheximide	CHEMBL123292	NA	FALSE	cycloheximide_0_24h_2	100	micromolar	NA	tg_gates_003017378004.CEL		
phenacetin_0_2h_1	not specified	phenacetin	CHEMBL16073	NA	TRUE		0	micromolar	NA	tg_gates_003017383023.CEL		
phenacetin_0_2h_2	not specified	phenacetin	CHEMBL16073	NA	TRUE		0	micromolar	NA	tg_gates_003017383024.CEL		
phenacetin_24_2h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_2h_1	24	micromolar	NA	tg_gates_003017383025.CEL		
phenacetin_24_2h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_2h_2	24	micromolar	NA	tg_gates_003017383026.CEL		
phenacetin_120_2h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_2h_1	120	micromolar	NA	tg_gates_003017383027.CEL		
phenacetin_120_2h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_2h_2	120	micromolar	NA	tg_gates_003017383028.CEL		
phenacetin_600_2h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_2h_1	600	micromolar	NA	tg_gates_003017383029.CEL		
phenacetin_600_2h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_2h_2	600	micromolar	NA	tg_gates_003017383030.CEL		
phenacetin_0_8h_1	not specified	phenacetin	CHEMBL16073	NA	TRUE		0	micromolar	NA	tg_gates_003017384019.CEL		
phenacetin_0_8h_2	not specified	phenacetin	CHEMBL16073	NA	TRUE		0	micromolar	NA	tg_gates_003017384020.CEL		
phenacetin_24_8h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_8h_1	24	micromolar	NA	tg_gates_003017384021.CEL		
phenacetin_24_8h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_8h_2	24	micromolar	NA	tg_gates_003017384022.CEL		
phenacetin_120_8h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_8h_1	120	micromolar	NA	tg_gates_003017384023.CEL		
phenacetin_120_8h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_8h_2	120	micromolar	NA	tg_gates_003017384024.CEL		
phenacetin_600_8h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_8h_1	600	micromolar	NA	tg_gates_003017384025.CEL		
phenacetin_600_8h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_8h_2	600	micromolar	NA	tg_gates_003017384026.CEL		
phenacetin_0_24h_1	not specified	phenacetin	CHEMBL16073	NA	TRUE		0	micromolar	NA	tg_gates_003017384027.CEL		
phenacetin_0_24h_2	not specified	phenacetin	CHEMBL16073	NA	TRUE		0	micromolar	NA	tg_gates_003017384028.CEL		
phenacetin_24_24h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_24h_1	24	micromolar	NA	tg_gates_003017384029.CEL		
phenacetin_24_24h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_24h_2	24	micromolar	NA	tg_gates_003017384030.CEL		
phenacetin_120_24h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_24h_1	120	micromolar	NA	tg_gates_003017386001.CEL		
phenacetin_600_24h_1	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_24h_1	600	micromolar	NA	tg_gates_003017386002.CEL		
phenacetin_120_24h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_24h_2	120	micromolar	NA	tg_gates_003017386003.CEL		
phenacetin_600_24h_2	not specified	phenacetin	CHEMBL16073	NA	FALSE	phenacetin_0_24h_2	600	micromolar	NA	tg_gates_003017386004.CEL		
bromoethylamine_0_2h_1	not specified	bromoethylamine	CHEMBL1697693	NA	TRUE		0	micromolar	NA	tg_gates_003017388017.CEL		
bromoethylamine_0_2h_2	not specified	bromoethylamine	CHEMBL1697693	NA	TRUE		0	micromolar	NA	tg_gates_003017388018.CEL		
bromoethylamine_20_2h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_2h_1	20	micromolar	NA	tg_gates_003017388019.CEL		
bromoethylamine_20_2h_2	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_2h_2	20	micromolar	NA	tg_gates_003017388020.CEL		
bromoethylamine_100_2h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_2h_1	100	micromolar	NA	tg_gates_003017388021.CEL		
bromoethylamine_100_2h_2	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_2h_2	100	micromolar	NA	tg_gates_003017388022.CEL		
bromoethylamine_500_2h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_2h_1	500	micromolar	NA	tg_gates_003017388023.CEL		
bromoethylamine_500_2h_2	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_2h_2	500	micromolar	NA	tg_gates_003017388024.CEL		
bromoethylamine_0_8h_1	not specified	bromoethylamine	CHEMBL1697693	NA	TRUE		0	micromolar	NA	tg_gates_003017388025.CEL		
bromoethylamine_0_8h_2	not specified	bromoethylamine	CHEMBL1697693	NA	TRUE		0	micromolar	NA	tg_gates_003017388026.CEL		
bromoethylamine_20_8h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_8h_1	20	micromolar	NA	tg_gates_003017388027.CEL		
bromoethylamine_20_8h_2	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_8h_2	20	micromolar	NA	tg_gates_003017388028.CEL		
bromoethylamine_100_8h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_8h_1	100	micromolar	NA	tg_gates_003017388029.CEL		
bromoethylamine_100_8h_2	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_8h_2	100	micromolar	NA	tg_gates_003017388030.CEL		
bromoethylamine_500_8h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_8h_1	500	micromolar	NA	tg_gates_003017389001.CEL		
bromoethylamine_500_8h_2	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_8h_2	500	micromolar	NA	tg_gates_003017389002.CEL		
bromoethylamine_0_24h_1	not specified	bromoethylamine	CHEMBL1697693	NA	TRUE		0	micromolar	NA	tg_gates_003017389003.CEL		
bromoethylamine_0_24h_2	not specified	bromoethylamine	CHEMBL1697693	NA	TRUE		0	micromolar	NA	tg_gates_003017389004.CEL		
bromoethylamine_20_24h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_24h_1	20	micromolar	NA	tg_gates_003017389005.CEL		
bromoethylamine_20_24h_2	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_24h_2	20	micromolar	NA	tg_gates_003017389006.CEL		
bromoethylamine_100_24h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_24h_1	100	micromolar	NA	tg_gates_003017389007.CEL		
bromoethylamine_100_24h_2	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_24h_2	100	micromolar	NA	tg_gates_003017389008.CEL		
bromoethylamine_500_24h_1	not specified	bromoethylamine	CHEMBL1697693	NA	FALSE	bromoethylamine_0_24h_1	500	micromolar	NA	tg_gates_003017389009.CEL		
ethionamide_0_2h_1	not specified	ethionamide	CHEMBL1441	NA	TRUE		0	micromolar	NA	tg_gates_003017389011.CEL		
ethionamide_0_2h_2	not specified	ethionamide	CHEMBL1441	NA	TRUE		0	micromolar	NA	tg_gates_003017389012.CEL		
ethionamide_24_2h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_2h_1	24	micromolar	NA	tg_gates_003017389013.CEL		
ethionamide_24_2h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_2h_2	24	micromolar	NA	tg_gates_003017389014.CEL		
ethionamide_120_2h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_2h_1	120	micromolar	NA	tg_gates_003017389015.CEL		
ethionamide_120_2h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_2h_2	120	micromolar	NA	tg_gates_003017389016.CEL		
ethionamide_600_2h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_2h_1	600	micromolar	NA	tg_gates_003017389017.CEL		
ethionamide_600_2h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_2h_2	600	micromolar	NA	tg_gates_003017389018.CEL		
ethionamide_0_8h_1	not specified	ethionamide	CHEMBL1441	NA	TRUE		0	micromolar	NA	tg_gates_003017389019.CEL		
ethionamide_0_8h_2	not specified	ethionamide	CHEMBL1441	NA	TRUE		0	micromolar	NA	tg_gates_003017389020.CEL		
ethionamide_24_8h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_8h_1	24	micromolar	NA	tg_gates_003017389021.CEL		
ethionamide_24_8h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_8h_2	24	micromolar	NA	tg_gates_003017389022.CEL		
ethionamide_120_8h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_8h_1	120	micromolar	NA	tg_gates_003017389023.CEL		
ethionamide_120_8h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_8h_2	120	micromolar	NA	tg_gates_003017389024.CEL		
ethionamide_600_8h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_8h_1	600	micromolar	NA	tg_gates_003017389025.CEL		
ethionamide_600_8h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_8h_2	600	micromolar	NA	tg_gates_003017389026.CEL		
ethionamide_0_24h_1	not specified	ethionamide	CHEMBL1441	NA	TRUE		0	micromolar	NA	tg_gates_003017389027.CEL		
ethionamide_0_24h_2	not specified	ethionamide	CHEMBL1441	NA	TRUE		0	micromolar	NA	tg_gates_003017389028.CEL		
ethionamide_24_24h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_24h_1	24	micromolar	NA	tg_gates_003017389029.CEL		
ethionamide_24_24h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_24h_2	24	micromolar	NA	tg_gates_003017389030.CEL		
ethionamide_120_24h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_24h_1	120	micromolar	NA	tg_gates_003017390001.CEL		
ethionamide_120_24h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_24h_2	120	micromolar	NA	tg_gates_003017390002.CEL		
ethionamide_600_24h_1	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_24h_1	600	micromolar	NA	tg_gates_003017390003.CEL		
ethionamide_600_24h_2	not specified	ethionamide	CHEMBL1441	NA	FALSE	ethionamide_0_24h_2	600	micromolar	NA	tg_gates_003017390004.CEL		
buthionine sulfoximine_0_2h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	TRUE		0	micromolar	NA	tg_gates_003017391023.CEL		
buthionine sulfoximine_0_2h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	TRUE		0	micromolar	NA	tg_gates_003017391024.CEL		
buthionine sulfoximine_400_2h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_2h_1	400	micromolar	NA	tg_gates_003017391025.CEL		
buthionine sulfoximine_400_2h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_2h_2	400	micromolar	NA	tg_gates_003017391026.CEL		
buthionine sulfoximine_2000_2h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_2h_1	2000	micromolar	NA	tg_gates_003017391027.CEL		
buthionine sulfoximine_2000_2h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_2h_2	2000	micromolar	NA	tg_gates_003017391028.CEL		
buthionine sulfoximine_10000_2h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_2h_1	10000	micromolar	NA	tg_gates_003017391029.CEL		
buthionine sulfoximine_10000_2h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_2h_2	10000	micromolar	NA	tg_gates_003017391030.CEL		
buthionine sulfoximine_0_8h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	TRUE		0	micromolar	NA	tg_gates_003017392001.CEL		
buthionine sulfoximine_0_8h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	TRUE		0	micromolar	NA	tg_gates_003017392002.CEL		
buthionine sulfoximine_400_8h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_8h_1	400	micromolar	NA	tg_gates_003017392003.CEL		
buthionine sulfoximine_400_8h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_8h_2	400	micromolar	NA	tg_gates_003017392004.CEL		
buthionine sulfoximine_2000_8h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_8h_1	2000	micromolar	NA	tg_gates_003017392005.CEL		
buthionine sulfoximine_2000_8h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_8h_2	2000	micromolar	NA	tg_gates_003017392006.CEL		
buthionine sulfoximine_10000_8h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_8h_1	10000	micromolar	NA	tg_gates_003017392007.CEL		
buthionine sulfoximine_10000_8h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_8h_2	10000	micromolar	NA	tg_gates_003017392008.CEL		
buthionine sulfoximine_0_24h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	TRUE		0	micromolar	NA	tg_gates_003017392009.CEL		
buthionine sulfoximine_0_24h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	TRUE		0	micromolar	NA	tg_gates_003017392010.CEL		
buthionine sulfoximine_400_24h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_24h_1	400	micromolar	NA	tg_gates_003017392011.CEL		
buthionine sulfoximine_400_24h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_24h_2	400	micromolar	NA	tg_gates_003017392012.CEL		
buthionine sulfoximine_2000_24h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_24h_1	2000	micromolar	NA	tg_gates_003017392013.CEL		
buthionine sulfoximine_2000_24h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_24h_2	2000	micromolar	NA	tg_gates_003017392014.CEL		
buthionine sulfoximine_10000_24h_1	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_24h_1	10000	micromolar	NA	tg_gates_003017392015.CEL		
buthionine sulfoximine_10000_24h_2	not specified	buthionine sulfoximine	CHEMBL1609891	NA	FALSE	buthionine sulfoximine_0_24h_2	10000	micromolar	NA	tg_gates_003017392016.CEL		
phorone_0_2h_1	not specified	phorone	CHEMBL2766015	NA	TRUE		0	micromolar	NA	tg_gates_003017397030.CEL		
phorone_0_2h_2	not specified	phorone	CHEMBL2766015	NA	TRUE		0	micromolar	NA	tg_gates_003017398001.CEL		
phorone_20_2h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_2h_1	20	micromolar	NA	tg_gates_003017398002.CEL		
phorone_20_2h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_2h_2	20	micromolar	NA	tg_gates_003017398003.CEL		
phorone_100_2h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_2h_1	100	micromolar	NA	tg_gates_003017398004.CEL		
phorone_100_2h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_2h_2	100	micromolar	NA	tg_gates_003017398005.CEL		
phorone_500_2h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_2h_1	500	micromolar	NA	tg_gates_003017398006.CEL		
phorone_500_2h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_2h_2	500	micromolar	NA	tg_gates_003017398007.CEL		
phorone_0_8h_1	not specified	phorone	CHEMBL2766015	NA	TRUE		0	micromolar	NA	tg_gates_003017398008.CEL		
phorone_0_8h_2	not specified	phorone	CHEMBL2766015	NA	TRUE		0	micromolar	NA	tg_gates_003017398009.CEL		
phorone_20_8h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_8h_1	20	micromolar	NA	tg_gates_003017398010.CEL		
phorone_20_8h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_8h_2	20	micromolar	NA	tg_gates_003017398011.CEL		
phorone_100_8h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_8h_1	100	micromolar	NA	tg_gates_003017398012.CEL		
phorone_100_8h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_8h_2	100	micromolar	NA	tg_gates_003017398013.CEL		
phorone_500_8h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_8h_1	500	micromolar	NA	tg_gates_003017398014.CEL		
phorone_500_8h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_8h_2	500	micromolar	NA	tg_gates_003017398015.CEL		
phorone_0_24h_1	not specified	phorone	CHEMBL2766015	NA	TRUE		0	micromolar	NA	tg_gates_003017398016.CEL		
phorone_0_24h_2	not specified	phorone	CHEMBL2766015	NA	TRUE		0	micromolar	NA	tg_gates_003017398017.CEL		
phorone_20_24h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_24h_1	20	micromolar	NA	tg_gates_003017398018.CEL		
phorone_20_24h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_24h_2	20	micromolar	NA	tg_gates_003017398019.CEL		
phorone_100_24h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_24h_1	100	micromolar	NA	tg_gates_003017398020.CEL		
phorone_100_24h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_24h_2	100	micromolar	NA	tg_gates_003017398021.CEL		
phorone_500_24h_1	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_24h_1	500	micromolar	NA	tg_gates_003017398022.CEL		
phorone_500_24h_2	not specified	phorone	CHEMBL2766015	NA	FALSE	phorone_0_24h_2	500	micromolar	NA	tg_gates_003017398023.CEL		
diethyl maleate_0_2h_1	not specified	diethyl maleate	CHEMBL2037000	NA	TRUE		0	micromolar	NA	tg_gates_003017407005.CEL		
diethyl maleate_0_2h_2	not specified	diethyl maleate	CHEMBL2037000	NA	TRUE		0	micromolar	NA	tg_gates_003017407006.CEL		
diethyl maleate_60_2h_1	not specified	diethyl maleate	CHEMBL2037000	NA	FALSE	diethyl maleate_0_2h_1	60	micromolar	NA	tg_gates_003017407007.CEL		
diethyl maleate_60_2h_2	not specified	diethyl maleate	CHEMBL2037000	NA	FALSE	diethyl maleate_0_2h_2	60	micromolar	NA	tg_gates_003017407008.CEL		
diethyl maleate_300_2h_1	not specified	diethyl maleate	CHEMBL2037000	NA	FALSE	diethyl maleate_0_2h_1	300	micromolar	NA	tg_gates_003017407009.CEL		
diethyl maleate_300_2h_2	not specified	diethyl maleate	CHEMBL2037000	NA	FALSE	diethyl maleate_0_2h_2	300	micromolar	NA	tg_gates_003017407010.CEL		
diethyl maleate_1500_2h_1	not specified	diethyl maleate	CHEMBL2037000	NA	FALSE	diethyl maleate_0_2h_1	1500	micromolar	NA	tg_gates_003017407011.CEL		
diethyl maleate_1500_2h_2	not specified	diethyl maleate	CHEMBL2037000	NA	FALSE	diethyl maleate_0_2h_2	1500	micromolar	NA	tg_gates_003017407012.CEL		
diethyl maleate_0_8h_1	not specified	diethyl maleate	CHEMBL2037000	NA	TRUE		0	micromolar	NA	tg_gates_003017407013.CEL		
diethyl maleate_0_8h_2	not specified	diethyl maleate	CHEMBL2037000	NA	TRUE		0	micromolar	NA	tg_gates_003017407014.CEL		
diethyl maleate_60_8h_1	not specified	diethyl maleate	CHEMBL2037000	NA	FALSE	diethyl maleate_0_8h_1	60	micromolar	NA	tg_gates_003017407015.CEL		
