Source Name	Characteristics [CellLine]	Factor Value [COMPOUND]	ChEMBL_ID	Genotoxicity	Carcinogenicity	Characteristics_Control	Extract Name	Factor Value [DOSE]	Unit [ConcentrationUnit]	Time	TimeUnit	Replicate	Characteristics_Vehicle	array_file	control_file	final_array_file
flutamide_50_24h_1	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_24h_1	50	uM	24	h	1	NA	003016043013.CEL	003016043007.CEL	study06_CHEMBL806_50uM_24h_1
flutamide_50_24h_2	not specified	flutamide	CHEMBL806	NA	NA	FALSE	flutamide_0_24h_2	50	uM	24	h	2	NA	003016043014.CEL	003016043008.CEL	study06_CHEMBL806_50uM_24h_2
furosemide_0_8h_1	not specified	furosemide	CHEMBL35	NGTX	C	TRUE		0	uM	8	h	1	NA	003016067008.CEL		
furosemide_0_8h_2	not specified	furosemide	CHEMBL35	NGTX	C	TRUE		0	uM	8	h	2	NA	003016067009.CEL		
furosemide_500_8h_1	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_8h_1	500	uM	8	h	1	NA	003016067010.CEL	003016067008.CEL	study06_CHEMBL35_500uM_8h_1
furosemide_500_8h_2	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_8h_2	500	uM	8	h	2	NA	003016067011.CEL	003016067009.CEL	study06_CHEMBL35_500uM_8h_2
furosemide_2500_8h_1	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_8h_1	2500	uM	8	h	1	NA	003016067012.CEL	003016067008.CEL	study06_CHEMBL35_2500uM_8h_1
furosemide_2500_8h_2	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_8h_2	2500	uM	8	h	2	NA	003016067013.CEL	003016067009.CEL	study06_CHEMBL35_2500uM_8h_2
furosemide_0_24h_1	not specified	furosemide	CHEMBL35	NGTX	C	TRUE		0	uM	24	h	1	NA	003016067014.CEL		
furosemide_0_24h_2	not specified	furosemide	CHEMBL35	NGTX	C	TRUE		0	uM	24	h	2	NA	003016067015.CEL		
furosemide_500_24h_1	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_24h_1	500	uM	24	h	1	NA	003016067016.CEL	003016067014.CEL	study06_CHEMBL35_500uM_24h_1
furosemide_500_24h_2	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_24h_2	500	uM	24	h	2	NA	003016067017.CEL	003016067015.CEL	study06_CHEMBL35_500uM_24h_2
furosemide_2500_24h_1	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_24h_1	2500	uM	24	h	1	NA	003016067018.CEL	003016067014.CEL	study06_CHEMBL35_2500uM_24h_1
furosemide_2500_24h_2	not specified	furosemide	CHEMBL35	NGTX	C	FALSE	furosemide_0_24h_2	2500	uM	24	h	2	NA	003016067019.CEL	003016067015.CEL	study06_CHEMBL35_2500uM_24h_2
galactosamine_0_8h_1	not specified	galactosamine	CHEMBL606759	NA	NA	TRUE		0	uM	8	h	1	NA	003016104014.CEL		
galactosamine_0_8h_2	not specified	galactosamine	CHEMBL606759	NA	NA	TRUE		0	uM	8	h	2	NA	003016104015.CEL		
galactosamine_400_8h_1	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_8h_1	400	uM	8	h	1	NA	003016104016.CEL	003016104014.CEL	study06_CHEMBL606759_400uM_8h_1
galactosamine_400_8h_2	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_8h_2	400	uM	8	h	2	NA	003016104017.CEL	003016104015.CEL	study06_CHEMBL606759_400uM_8h_2
galactosamine_2000_8h_1	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_8h_1	2000	uM	8	h	1	NA	003016104018.CEL	003016104014.CEL	study06_CHEMBL606759_2000uM_8h_1
galactosamine_2000_8h_2	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_8h_2	2000	uM	8	h	2	NA	003016104019.CEL	003016104015.CEL	study06_CHEMBL606759_2000uM_8h_2
galactosamine_10000_8h_1	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_8h_1	10000	uM	8	h	1	NA	003016104020.CEL	003016104014.CEL	study06_CHEMBL606759_10000uM_8h_1
galactosamine_10000_8h_2	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_8h_2	10000	uM	8	h	2	NA	003016104021.CEL	003016104015.CEL	study06_CHEMBL606759_10000uM_8h_2
galactosamine_0_24h_1	not specified	galactosamine	CHEMBL606759	NA	NA	TRUE		0	uM	24	h	1	NA	003016104022.CEL		
galactosamine_0_24h_2	not specified	galactosamine	CHEMBL606759	NA	NA	TRUE		0	uM	24	h	2	NA	003016104023.CEL		
galactosamine_400_24h_1	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_24h_1	400	uM	24	h	1	NA	003016104024.CEL	003016104022.CEL	study06_CHEMBL606759_400uM_24h_1
galactosamine_400_24h_2	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_24h_2	400	uM	24	h	2	NA	003016104025.CEL	003016104023.CEL	study06_CHEMBL606759_400uM_24h_2
galactosamine_2000_24h_1	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_24h_1	2000	uM	24	h	1	NA	003016104026.CEL	003016104022.CEL	study06_CHEMBL606759_2000uM_24h_1
galactosamine_2000_24h_2	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_24h_2	2000	uM	24	h	2	NA	003016104027.CEL	003016104023.CEL	study06_CHEMBL606759_2000uM_24h_2
galactosamine_10000_24h_1	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_24h_1	10000	uM	24	h	1	NA	003016104028.CEL	003016104022.CEL	study06_CHEMBL606759_10000uM_24h_1
galactosamine_10000_24h_2	not specified	galactosamine	CHEMBL606759	NA	NA	FALSE	galactosamine_0_24h_2	10000	uM	24	h	2	NA	003016104029.CEL	003016104023.CEL	study06_CHEMBL606759_10000uM_24h_2
gemfibrozil_0_2h_1	not specified	gemfibrozil	CHEMBL457	NA	C	TRUE		0	uM	2	h	1	NA	003016025013.CEL		
gemfibrozil_0_2h_2	not specified	gemfibrozil	CHEMBL457	NA	C	TRUE		0	uM	2	h	2	NA	003016025014.CEL		
gemfibrozil_4_2h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_2h_1	4	uM	2	h	1	NA	003016025015.CEL	003016025013.CEL	study06_CHEMBL457_4uM_2h_1
gemfibrozil_4_2h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_2h_2	4	uM	2	h	2	NA	003016025016.CEL	003016025014.CEL	study06_CHEMBL457_4uM_2h_2
gemfibrozil_20_2h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_2h_1	20	uM	2	h	1	NA	003016025017.CEL	003016025013.CEL	study06_CHEMBL457_20uM_2h_1
gemfibrozil_20_2h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_2h_2	20	uM	2	h	2	NA	003016025018.CEL	003016025014.CEL	study06_CHEMBL457_20uM_2h_2
gemfibrozil_100_2h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_2h_1	100	uM	2	h	1	NA	003016025019.CEL	003016025013.CEL	study06_CHEMBL457_100uM_2h_1
gemfibrozil_100_2h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_2h_2	100	uM	2	h	2	NA	003016025020.CEL	003016025014.CEL	study06_CHEMBL457_100uM_2h_2
gemfibrozil_0_8h_1	not specified	gemfibrozil	CHEMBL457	NA	C	TRUE		0	uM	8	h	1	NA	003016025021.CEL		
gemfibrozil_0_8h_2	not specified	gemfibrozil	CHEMBL457	NA	C	TRUE		0	uM	8	h	2	NA	003016025022.CEL		
gemfibrozil_4_8h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_8h_1	4	uM	8	h	1	NA	003016025023.CEL	003016025021.CEL	study06_CHEMBL457_4uM_8h_1
gemfibrozil_4_8h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_8h_2	4	uM	8	h	2	NA	003016025024.CEL	003016025022.CEL	study06_CHEMBL457_4uM_8h_2
gemfibrozil_20_8h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_8h_1	20	uM	8	h	1	NA	003016025025.CEL	003016025021.CEL	study06_CHEMBL457_20uM_8h_1
gemfibrozil_20_8h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_8h_2	20	uM	8	h	2	NA	003016025026.CEL	003016025022.CEL	study06_CHEMBL457_20uM_8h_2
gemfibrozil_100_8h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_8h_1	100	uM	8	h	1	NA	003016025027.CEL	003016025021.CEL	study06_CHEMBL457_100uM_8h_1
gemfibrozil_100_8h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_8h_2	100	uM	8	h	2	NA	003016025028.CEL	003016025022.CEL	study06_CHEMBL457_100uM_8h_2
gemfibrozil_0_24h_1	not specified	gemfibrozil	CHEMBL457	NA	C	TRUE		0	uM	24	h	1	NA	003016025029.CEL		
gemfibrozil_4_24h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_24h_1	4	uM	24	h	1	NA	003016025030.CEL	003016025029.CEL	study06_CHEMBL457_4uM_24h_1
gemfibrozil_4_24h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_24h_2	4	uM	24	h	2	NA	003016026001.CEL	003016030011.CEL	study06_CHEMBL457_4uM_24h_2
gemfibrozil_20_24h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_24h_1	20	uM	24	h	1	NA	003016026002.CEL	003016025029.CEL	study06_CHEMBL457_20uM_24h_1
gemfibrozil_20_24h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_24h_2	20	uM	24	h	2	NA	003016026003.CEL	003016030011.CEL	study06_CHEMBL457_20uM_24h_2
gemfibrozil_100_24h_1	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_24h_1	100	uM	24	h	1	NA	003016026004.CEL	003016025029.CEL	study06_CHEMBL457_100uM_24h_1
gemfibrozil_100_24h_2	not specified	gemfibrozil	CHEMBL457	NA	C	FALSE	gemfibrozil_0_24h_2	100	uM	24	h	2	NA	003016026005.CEL	003016030011.CEL	study06_CHEMBL457_100uM_24h_2
gemfibrozil_0_24h_2	not specified	gemfibrozil	CHEMBL457	NA	C	TRUE		0	uM	24	h	2	NA	003016030011.CEL		
glibenclamide_0_2h_1	not specified	glibenclamide	CHEMBL472	NA	NA	TRUE		0	uM	2	h	1	NA	003016043015.CEL		
glibenclamide_0_2h_2	not specified	glibenclamide	CHEMBL472	NA	NA	TRUE		0	uM	2	h	2	NA	003016043016.CEL		
glibenclamide_0.8_2h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_2h_1	0.8	uM	2	h	1	NA	003016043017.CEL	003016043015.CEL	study06_CHEMBL472_0.8uM_2h_1
glibenclamide_0.8_2h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_2h_2	0.8	uM	2	h	2	NA	003016043018.CEL	003016043016.CEL	study06_CHEMBL472_0.8uM_2h_2
glibenclamide_4_2h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_2h_1	4	uM	2	h	1	NA	003016043019.CEL	003016043015.CEL	study06_CHEMBL472_4uM_2h_1
glibenclamide_4_2h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_2h_2	4	uM	2	h	2	NA	003016043020.CEL	003016043016.CEL	study06_CHEMBL472_4uM_2h_2
glibenclamide_20_2h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_2h_1	20	uM	2	h	1	NA	003016043021.CEL	003016043015.CEL	study06_CHEMBL472_20uM_2h_1
glibenclamide_20_2h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_2h_2	20	uM	2	h	2	NA	003016043022.CEL	003016043016.CEL	study06_CHEMBL472_20uM_2h_2
glibenclamide_0_8h_1	not specified	glibenclamide	CHEMBL472	NA	NA	TRUE		0	uM	8	h	1	NA	003016043023.CEL		
glibenclamide_0_8h_2	not specified	glibenclamide	CHEMBL472	NA	NA	TRUE		0	uM	8	h	2	NA	003016043024.CEL		
glibenclamide_0.8_8h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_8h_1	0.8	uM	8	h	1	NA	003016043025.CEL	003016043023.CEL	study06_CHEMBL472_0.8uM_8h_1
glibenclamide_0.8_8h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_8h_2	0.8	uM	8	h	2	NA	003016043026.CEL	003016043024.CEL	study06_CHEMBL472_0.8uM_8h_2
glibenclamide_4_8h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_8h_1	4	uM	8	h	1	NA	003016043027.CEL	003016043023.CEL	study06_CHEMBL472_4uM_8h_1
glibenclamide_4_8h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_8h_2	4	uM	8	h	2	NA	003016043028.CEL	003016043024.CEL	study06_CHEMBL472_4uM_8h_2
glibenclamide_20_8h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_8h_1	20	uM	8	h	1	NA	003016043029.CEL	003016043023.CEL	study06_CHEMBL472_20uM_8h_1
glibenclamide_20_8h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_8h_2	20	uM	8	h	2	NA	003016043030.CEL	003016043024.CEL	study06_CHEMBL472_20uM_8h_2
glibenclamide_0_24h_1	not specified	glibenclamide	CHEMBL472	NA	NA	TRUE		0	uM	24	h	1	NA	003016044001.CEL		
glibenclamide_0_24h_2	not specified	glibenclamide	CHEMBL472	NA	NA	TRUE		0	uM	24	h	2	NA	003016044002.CEL		
glibenclamide_0.8_24h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_24h_1	0.8	uM	24	h	1	NA	003016044003.CEL	003016044001.CEL	study06_CHEMBL472_0.8uM_24h_1
glibenclamide_0.8_24h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_24h_2	0.8	uM	24	h	2	NA	003016044004.CEL	003016044002.CEL	study06_CHEMBL472_0.8uM_24h_2
glibenclamide_4_24h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_24h_1	4	uM	24	h	1	NA	003016044005.CEL	003016044001.CEL	study06_CHEMBL472_4uM_24h_1
glibenclamide_4_24h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_24h_2	4	uM	24	h	2	NA	003016044006.CEL	003016044002.CEL	study06_CHEMBL472_4uM_24h_2
glibenclamide_20_24h_1	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_24h_1	20	uM	24	h	1	NA	003016044007.CEL	003016044001.CEL	study06_CHEMBL472_20uM_24h_1
glibenclamide_20_24h_2	not specified	glibenclamide	CHEMBL472	NA	NA	FALSE	glibenclamide_0_24h_2	20	uM	24	h	2	NA	003016044008.CEL	003016044002.CEL	study06_CHEMBL472_20uM_24h_2
griseofulvin_0_2h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	TRUE		0	uM	2	h	1	NA	003016032001.CEL		
griseofulvin_0_2h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	TRUE		0	uM	2	h	2	NA	003016032002.CEL		
griseofulvin_0.8_2h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_2h_1	0.8	uM	2	h	1	NA	003016032003.CEL	003016032001.CEL	study06_CHEMBL562_0.8uM_2h_1
griseofulvin_0.8_2h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_2h_2	0.8	uM	2	h	2	NA	003016032004.CEL	003016032002.CEL	study06_CHEMBL562_0.8uM_2h_2
griseofulvin_4_2h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_2h_1	4	uM	2	h	1	NA	003016032005.CEL	003016032001.CEL	study06_CHEMBL562_4uM_2h_1
griseofulvin_4_2h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_2h_2	4	uM	2	h	2	NA	003016032006.CEL	003016032002.CEL	study06_CHEMBL562_4uM_2h_2
griseofulvin_20_2h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_2h_1	20	uM	2	h	1	NA	003016032007.CEL	003016032001.CEL	study06_CHEMBL562_20uM_2h_1
griseofulvin_20_2h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_2h_2	20	uM	2	h	2	NA	003016032008.CEL	003016032002.CEL	study06_CHEMBL562_20uM_2h_2
griseofulvin_0_8h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	TRUE		0	uM	8	h	1	NA	003016032009.CEL		
griseofulvin_0_8h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	TRUE		0	uM	8	h	2	NA	003016032010.CEL		
griseofulvin_0.8_8h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_8h_2	0.8	uM	8	h	2	NA	003016032011.CEL	003016032010.CEL	study06_CHEMBL562_0.8uM_8h_2
griseofulvin_4_8h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_8h_1	4	uM	8	h	1	NA	003016032012.CEL	003016032009.CEL	study06_CHEMBL562_4uM_8h_1
griseofulvin_4_8h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_8h_2	4	uM	8	h	2	NA	003016032013.CEL	003016032010.CEL	study06_CHEMBL562_4uM_8h_2
griseofulvin_20_8h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_8h_1	20	uM	8	h	1	NA	003016032014.CEL	003016032009.CEL	study06_CHEMBL562_20uM_8h_1
griseofulvin_20_8h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_8h_2	20	uM	8	h	2	NA	003016032015.CEL	003016032010.CEL	study06_CHEMBL562_20uM_8h_2
griseofulvin_0_24h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	TRUE		0	uM	24	h	1	NA	003016032016.CEL		
griseofulvin_0_24h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	TRUE		0	uM	24	h	2	NA	003016032017.CEL		
griseofulvin_0.8_24h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_24h_1	0.8	uM	24	h	1	NA	003016032018.CEL	003016032016.CEL	study06_CHEMBL562_0.8uM_24h_1
griseofulvin_0.8_24h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_24h_2	0.8	uM	24	h	2	NA	003016032019.CEL	003016032017.CEL	study06_CHEMBL562_0.8uM_24h_2
griseofulvin_4_24h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_24h_1	4	uM	24	h	1	NA	003016032020.CEL	003016032016.CEL	study06_CHEMBL562_4uM_24h_1
griseofulvin_4_24h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_24h_2	4	uM	24	h	2	NA	003016032021.CEL	003016032017.CEL	study06_CHEMBL562_4uM_24h_2
griseofulvin_20_24h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_24h_1	20	uM	24	h	1	NA	003016032022.CEL	003016032016.CEL	study06_CHEMBL562_20uM_24h_1
griseofulvin_20_24h_2	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_24h_2	20	uM	24	h	2	NA	003016032023.CEL	003016032017.CEL	study06_CHEMBL562_20uM_24h_2
griseofulvin_0.8_8h_1	not specified	griseofulvin	CHEMBL562	NGTX	C	FALSE	griseofulvin_0_8h_1	0.8	uM	8	h	1	NA	003016041026.CEL	003016032009.CEL	study06_CHEMBL562_0.8uM_8h_1
haloperidol_0_2h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	TRUE		0	uM	2	h	1	NA	003016040027.CEL		
haloperidol_0_2h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	TRUE		0	uM	2	h	2	NA	003016040028.CEL		
haloperidol_0.8_2h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_2h_1	0.8	uM	2	h	1	NA	003016040029.CEL	003016040027.CEL	study06_CHEMBL54_0.8uM_2h_1
haloperidol_0.8_2h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_2h_2	0.8	uM	2	h	2	NA	003016040030.CEL	003016040028.CEL	study06_CHEMBL54_0.8uM_2h_2
haloperidol_4_2h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_2h_1	4	uM	2	h	1	NA	003016041001.CEL	003016040027.CEL	study06_CHEMBL54_4uM_2h_1
haloperidol_4_2h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_2h_2	4	uM	2	h	2	NA	003016041002.CEL	003016040028.CEL	study06_CHEMBL54_4uM_2h_2
haloperidol_20_2h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_2h_1	20	uM	2	h	1	NA	003016041003.CEL	003016040027.CEL	study06_CHEMBL54_20uM_2h_1
haloperidol_20_2h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_2h_2	20	uM	2	h	2	NA	003016041004.CEL	003016040028.CEL	study06_CHEMBL54_20uM_2h_2
haloperidol_0_8h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	TRUE		0	uM	8	h	1	NA	003016041005.CEL		
haloperidol_0_8h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	TRUE		0	uM	8	h	2	NA	003016041006.CEL		
haloperidol_0.8_8h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_8h_1	0.8	uM	8	h	1	NA	003016041007.CEL	003016041005.CEL	study06_CHEMBL54_0.8uM_8h_1
haloperidol_0.8_8h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_8h_2	0.8	uM	8	h	2	NA	003016041008.CEL	003016041006.CEL	study06_CHEMBL54_0.8uM_8h_2
haloperidol_4_8h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_8h_1	4	uM	8	h	1	NA	003016041009.CEL	003016041005.CEL	study06_CHEMBL54_4uM_8h_1
haloperidol_4_8h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_8h_2	4	uM	8	h	2	NA	003016041010.CEL	003016041006.CEL	study06_CHEMBL54_4uM_8h_2
haloperidol_20_8h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_8h_1	20	uM	8	h	1	NA	003016041011.CEL	003016041005.CEL	study06_CHEMBL54_20uM_8h_1
haloperidol_20_8h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_8h_2	20	uM	8	h	2	NA	003016041012.CEL	003016041006.CEL	study06_CHEMBL54_20uM_8h_2
haloperidol_0_24h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	TRUE		0	uM	24	h	1	NA	003016041013.CEL		
haloperidol_0_24h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	TRUE		0	uM	24	h	2	NA	003016041014.CEL		
haloperidol_0.8_24h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_24h_1	0.8	uM	24	h	1	NA	003016041015.CEL	003016041013.CEL	study06_CHEMBL54_0.8uM_24h_1
haloperidol_0.8_24h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_24h_2	0.8	uM	24	h	2	NA	003016041016.CEL	003016041014.CEL	study06_CHEMBL54_0.8uM_24h_2
haloperidol_4_24h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_24h_1	4	uM	24	h	1	NA	003016041017.CEL	003016041013.CEL	study06_CHEMBL54_4uM_24h_1
haloperidol_4_24h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_24h_2	4	uM	24	h	2	NA	003016041018.CEL	003016041014.CEL	study06_CHEMBL54_4uM_24h_2
haloperidol_20_24h_1	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_24h_1	20	uM	24	h	1	NA	003016041019.CEL	003016041013.CEL	study06_CHEMBL54_20uM_24h_1
haloperidol_20_24h_2	not specified	haloperidol	CHEMBL54	NGTX	NA	FALSE	haloperidol_0_24h_2	20	uM	24	h	2	NA	003016041020.CEL	003016041014.CEL	study06_CHEMBL54_20uM_24h_2
hepatocyte growth factor, human_0_2h_1	not specified	hepatocyte growth factor, human		NA	NA	TRUE		0	ng_ml	2	h	1	NA	003016096009.CEL		
hepatocyte growth factor, human_0_2h_2	not specified	hepatocyte growth factor, human		NA	NA	TRUE		0	ng_ml	2	h	2	NA	003016096010.CEL		
hepatocyte growth factor, human_2_2h_1	not specified	hepatocyte growth factor, human		NA	NA	FALSE	hepatocyte growth factor, human_0_2h_1	2	ng_ml	2	h	1	NA	003016096011.CEL	003016096009.CEL	study06__2ng_ml_2h_1
hepatocyte growth factor, human_2_2h_2	not specified	hepatocyte growth factor, human		NA	NA	FALSE	hepatocyte growth factor, human_0_2h_2	2	ng_ml	2	h	2	NA	003016096012.CEL	003016096010.CEL	study06__2ng_ml_2h_2
hepatocyte growth factor, human_10_2h_1	not specified	hepatocyte growth factor, human		NA	NA	FALSE	hepatocyte growth factor, human_0_2h_1	10	ng_ml	2	h	1	NA	003016096013.CEL	003016096009.CEL	study06__10ng_ml_2h_1
hepatocyte growth factor, human_10_2h_2	not specified	hepatocyte growth factor, human		NA	NA	FALSE	hepatocyte growth factor, human_0_2h_2	10	ng_ml	2	h	2	NA	003016096014.CEL	003016096010.CEL	study06__10ng_ml_2h_2
hepatocyte growth factor, human_50_2h_1	not specified	hepatocyte growth factor, human		NA	NA	FALSE	hepatocyte growth factor, human_0_2h_1	50	ng_ml	2	h	1	NA	003016096015.CEL	003016096009.CEL	study06__50ng_ml_2h_1
hepatocyte growth factor, human_50_2h_2	not specified	hepatocyte growth factor, human		NA	NA	FALSE	hepatocyte growth factor, human_0_2h_2	50	ng_ml	2	h	2	NA	003016096016.CEL	003016096010.CEL	study06__50ng_ml_2h_2
hepatocyte growth factor, human_0_8h_1	not specified	hepatocyte growth factor, human		NA	NA	TRUE		0	ng_ml	8	h	1	NA	003016096017.CEL		
hepatocyte growth factor, human_0_8h_2	not specified	hepatocyte growth factor, human		NA	NA	TRUE		0	ng_ml	8	h	2	NA	003016096018.CEL		
hepatocyte growth factor, human_2_8h_1	not specified	hepatocyte growth factor, human		NA	NA	FALSE	hepatocyte growth factor, human_0_8h_1	2	ng_ml	8	h	1	NA	003016096019.CEL	003016096017.CEL	study06__2ng_ml_8h_1
